K,n_tongues,total_locked,entropy,efficiency,herfindahl,inv_herfindahl,gini_complement
0.2907268170426065,3,0.1,0.9075456052858699,10.318965517241379,0.4334374999999999,2.3071377072819037,0.7416666666666669
0.2932330827067669,3,0.10250000000000001,0.9041935770865257,10.230769230769232,0.43486020226055916,2.2995896032831737,0.7398373983739834
0.2957393483709273,3,0.10250000000000001,0.9041935770865257,10.14406779661017,0.43486020226055916,2.2995896032831737,0.7398373983739834
0.2982456140350877,3,0.10250000000000001,0.9041935770865257,10.058823529411764,0.43486020226055916,2.2995896032831737,0.7398373983739834
0.3007518796992481,3,0.10500000000000001,0.9009553082066379,9.975000000000001,0.4362244897959183,2.2923976608187138,0.7380952380952386
0.3032581453634085,3,0.10500000000000001,0.9009553082066379,9.892561983471074,0.4362244897959183,2.2923976608187138,0.7380952380952386
0.3057644110275689,3,0.10500000000000001,0.9009553082066379,9.811475409836065,0.4362244897959183,2.2923976608187138,0.7380952380952386
0.3082706766917293,3,0.10750000000000001,0.8978250503874234,9.731707317073171,0.4375338020551649,2.285537700865266,0.7364341085271318
0.3107769423558897,3,0.10750000000000001,0.8978250503874234,9.653225806451614,0.4375338020551649,2.285537700865266,0.7364341085271318
0.3132832080200501,3,0.10750000000000001,0.8978250503874234,9.576,0.4375338020551649,2.285537700865266,0.7364341085271318
0.3157894736842105,3,0.10999999999999999,0.8947974248745523,9.5,0.43879132231404966,2.2789876397881104,0.7348484848484846
0.3182957393483709,3,0.10999999999999999,0.8947974248745523,9.425196850393702,0.43879132231404966,2.2789876397881104,0.7348484848484846
0.3208020050125313,3,0.10999999999999999,0.8947974248745523,9.3515625,0.43879132231404966,2.2789876397881104,0.7348484848484846
0.3233082706766917,3,0.11249999999999999,0.8918673953172509,9.279069767441861,0.44,2.272727272727273,0.733333333333333
0.3258145363408521,3,0.11249999999999999,0.8918673953172509,9.207692307692309,0.44,2.272727272727273,0.733333333333333
0.3283208020050125,3,0.11249999999999999,0.8918673953172509,9.137404580152673,0.44,2.272727272727273,0.733333333333333
0.3308270676691729,3,0.11499999999999999,0.8890302426467067,9.068181818181818,0.44116257088846883,2.2667380824852703,0.7318840579710144
0.3333333333333333,3,0.11624999999999999,0.9080341061313897,9.0,0.43322927506070075,2.308246597277822,0.7419354838709675
0.3358395989974937,3,0.1175,0.9252230558542053,8.932835820895523,0.42575826165685826,2.3487506645401384,0.7517730496453898
0.3383458646616541,3,0.12,0.9222208985694438,8.866666666666667,0.42708333333333337,2.341463414634146,0.7499999999999998
0.3408521303258145,3,0.12,0.9222208985694438,8.801470588235295,0.42708333333333337,2.341463414634146,0.7499999999999998
0.3433583959899749,3,0.12,0.9222208985694438,8.737226277372264,0.42708333333333337,2.341463414634146,0.7499999999999998
0.3458646616541353,3,0.12,0.9222208985694438,8.673913043478262,0.42708333333333337,2.341463414634146,0.7499999999999998
0.3483709273182957,3,0.1225,0.919302617315802,8.611510791366907,0.4283631820074969,2.334467671366067,0.7482993197278911
0.3508771929824561,3,0.1225,0.919302617315802,8.55,0.4283631820074969,2.334467671366067,0.7482993197278911
0.3533834586466165,3,0.1225,0.919302617315802,8.48936170212766,0.4283631820074969,2.334467671366067,0.7482993197278911
0.3558897243107769,3,0.125,0.9164647778837371,8.429577464788732,0.42960000000000004,2.327746741154562,0.7466666666666664
0.3583959899749373,3,0.125,0.9164647778837371,8.370629370629372,0.42960000000000004,2.327746741154562,0.7466666666666664
0.3609022556390977,3,0.125,0.9164647778837371,8.3125,0.42960000000000004,2.327746741154562,0.7466666666666664
0.3634085213032581,3,0.1275,0.9137041182432496,8.255172413793105,0.430795847750865,2.3212851405622494,0.7450980392156865
0.3659147869674185,3,0.1275,0.9137041182432496,8.198630136986301,0.430795847750865,2.3212851405622494,0.7450980392156865
0.3684210526315789,3,0.1275,0.9137041182432496,8.142857142857144,0.430795847750865,2.3212851405622494,0.7450980392156865
0.37092731829573933,3,0.13,0.9110175397125628,8.087837837837839,0.4319526627218934,2.3150684931506853,0.7435897435897436
